"date","state_abbr","data_timestamp","data_type","posres_nh","probposres_nh","deathres_nh","probdeathres_nh","posstaff_nh","probposstaff_nh","deathstaff_nh","probdeathstaff_nh","posresstaff_nh","probposresstaff_nh","deathresstaff_nh","probdeathresstaff_nh","outbrkfac_nh","testedfac_nh","outrkfactestsconducted_nh","testedres_nh","testedstaff_nh","posres_alf","probposres_alf","deathres_alf","probdeathres_alf","posstaff_alf","probposstaff_alf","deathstaff_alf","probdeathstaff_alf","posresstaff_alf","probposresstaff_alf","deathresstaff_alf","probdeathresstaff_alf","outbrkfac_alf","testedfac_alf","outrkfactestsconducted_alf","testedres_alf","testedstaff_alf","posres_ltc","probposres_ltc","deathres_ltc","probdeathres_ltc","posstaff_ltc","probposstaff_ltc","deathstaff_ltc","probdeathstaff_ltc","posresstaff_ltc","probposresstaff_ltc","deathresstaff_ltc","probdeathresstaff_ltc","outbrkfac_ltc","testedfac_ltc","outrkfactestsconducted_ltc","testedres_ltc","testedstaff_ltc","posres_other","probposres_other","deathres_other","probdeathres_other","posstaff_other","probposstaff_other","deathstaff_other","probdeathstaff_other","posresstaff_other","probposresstaff_other","deathresstaff_other","probdeathresstaff_other","outbrkfac_other","testedfac_other","outrkfactestsconducted_other","testedres_other","testedstaff_other","posres_lumpedother","probposres_lumpedother","deathres_lumpedother","probdeathres_lumpedother","posstaff_lumpedother","probposstaff_lumpedother","deathstaff_lumpedother","probdeathstaff_lumpedother","posresstaff_lumpedother","probposresstaff_lumpedother","deathresstaff_lumpedother","probdeathresstaff_lumpedother","outbrkfac_lumpedother","testedfac_lumpedother","outrkfactestsconducted_lumpedother","testedres_lumpedotherer","testedstaff_lumpedother"
20200521,"AL",,"Aggregate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285,,,,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285,,,,828,,,,,,,,,,,,
20200528,"AL",,"Aggregate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614,,,,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614,,,,949,,,,,,,,,,,,
20200604,"AL",,"Aggregate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731,,,,1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731,,,,1055,,,,,,,,,,,,
20200611,"AL",,"Aggregate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934,,,,1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934,,,,1162,,,,,,,,,,,,
20200618,"AL",,"Aggregate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2099,,,,1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2099,,,,1262,,,,,,,,,,,,
20200625,"AL",,"Aggregate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2293,,412,,1453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2293,,412,,1453,,,,,,,,,,,,
20200702,"AL",,"Aggregate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2542,,448,,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2542,,448,,1642,,,,,,,,,,,,
20200709,"AL",,"Aggregate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2703,,448,,1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2703,,448,,1751,,,,,,,,,,,,
20200716,"AL",,"Aggregate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2923,,448,,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2923,,448,,1900,,,,,,,,,,,,
20200723,"AL",,"Aggregate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313,,448,,2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313,,448,,2034,,,,,,,,,,,,
